id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
558,DCBS — Casey County Family Support,financial-assistance,Liberty / Casey County,"DCBS — Casey County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Casey County. DCBS Family Support office in Liberty helps Casey County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Casey County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Casey. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",1000 Hustonville Street,Liberty,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Casey County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Casey que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",casey|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Casey,Casey,single,accepts_criminal_record
559,DCBS — Christian County Family Support,financial-assistance,Hopkinsville / Christian County,"DCBS Family Support office in Hopkinsville helps Christian County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. The program supports Kentuckians navigating reentry in Christian County.","La oficina de Apoyo Familiar DCBS en Hopkinsville ayuda a residentes del condado Christian a solicitar Medicaid, SNAP, KTAP y cuidado infantil a través de kynect, incluidos ciudadanos que regresan de la encarcelación que restablecen beneficios alimentarios y de salud. El programa apoya a kentuckianos en reinserción en condado de Christian.",644 North Drive,Hopkinsville,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Christian County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Christian que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",christian|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Christian,Christian,single,accepts_criminal_record
560,DCBS — Clark County Family Support,financial-assistance,Winchester / Clark County,"DCBS — Clark County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Clark County. DCBS Family Support office in Winchester helps Clark County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Clark County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Clark. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",1113 Pioneer Drive,Winchester,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Clark County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Clark que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",clark|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Clark,Clark,single,accepts_criminal_record
561,DCBS — Clay County Family Support,financial-assistance,Manchester / Clay County,"DCBS — Clay County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Clay County. DCBS Family Support office in Clay helps Clay County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Clay County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Clay. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","P.O. Box 409, 25 Marcum Hill Rd.",Manchester,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Clay County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Clay que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",clay|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Clay,Clay,single,accepts_criminal_record
562,DCBS — Clinton County Family Support,financial-assistance,Albany / Clinton County,"DCBS — Clinton County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Clinton County. DCBS Family Support office in Albany helps Clinton County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Clinton County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Clinton. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","801 Tennessee Road, Suite D",Albany,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Clinton County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Clinton que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",clinton|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Clinton,Clinton,single,accepts_criminal_record
563,DCBS — Crittenden County Family Support,financial-assistance,Marion / Crittenden County,"DCBS — Crittenden County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Crittenden County. DCBS Family Support office in Marion helps Crittenden County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Crittenden County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Crittenden. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","PO Box 435, 815 South Main",Marion,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Crittenden County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Crittenden que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",crittenden|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Crittenden,Crittenden,single,accepts_criminal_record
564,DCBS — Cumberland County Family Support,financial-assistance,Burkesville / Cumberland County,"DCBS Family Support office in Burkesville helps Cumberland County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. The program supports Kentuckians navigating reentry in Cumberland County.","La oficina de Apoyo Familiar DCBS en Burkesville ayuda a residentes del condado Cumberland a solicitar Medicaid, SNAP, KTAP y cuidado infantil a través de kynect, incluidos ciudadanos que regresan de la encarcelación que restablecen beneficios alimentarios y de salud. El programa apoya a kentuckianos en reinserción en condado de Cumberland.","PO Box 397, 232 Keen Street",Burkesville,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Cumberland County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Cumberland que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",cumberland|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Cumberland,Cumberland,single,accepts_criminal_record
565,DCBS — Daviess County Family Support,financial-assistance,Owensboro / Daviess County,"DCBS — Daviess County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Daviess County. DCBS Family Support office in Owensboro helps Daviess County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Daviess County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Daviess. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",3649 Wathens Crossing,Owensboro,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Daviess County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Daviess que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",daviess|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Daviess,Daviess,single,accepts_criminal_record
566,DCBS — Edmonson County Family Support,financial-assistance,Brownsville / Edmonson County,"DCBS Family Support office in Brownsville helps Edmonson County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. The program supports Kentuckians navigating reentry in Edmonson County.","La oficina de Apoyo Familiar DCBS en Brownsville ayuda a residentes del condado Edmonson a solicitar Medicaid, SNAP, KTAP y cuidado infantil a través de kynect, incluidos ciudadanos que regresan de la encarcelación que restablecen beneficios alimentarios y de salud. El programa apoya a kentuckianos en reinserción en condado de Edmonson.","PO Box 539, 1122 South Main Street",Brownsville,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Edmonson County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Edmonson que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",edmonson|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Edmonson,Edmonson,single,accepts_criminal_record
567,DCBS — Elliott County Family Support,financial-assistance,Sandy Hook / Elliott County,"DCBS — Elliott County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Elliott County. DCBS Family Support office in Sandy Hook helps Elliott County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Elliott County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Elliott. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","P O Box 705, 532 South Ky 7",Sandy Hook,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Elliott County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Elliott que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",elliott|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Elliott,Elliott,single,accepts_criminal_record
568,DCBS — Estill County Family Support,financial-assistance,Irvine / Estill County,"DCBS — Estill County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Estill County. DCBS Family Support office in Irvine helps Estill County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Estill County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Estill. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",102 Mack Street,Irvine,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Estill County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Estill que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",estill|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Estill,Estill,single,accepts_criminal_record
569,DCBS — Fleming County Family Support,financial-assistance,Flemingsburg / Fleming County,"DCBS Family Support office in Flemingsburg helps Fleming County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. The program supports Kentuckians navigating reentry in Fleming County.","La oficina de Apoyo Familiar DCBS en Flemingsburg ayuda a residentes del condado Fleming a solicitar Medicaid, SNAP, KTAP y cuidado infantil a través de kynect, incluidos ciudadanos que regresan de la encarcelación que restablecen beneficios alimentarios y de salud. El programa apoya a kentuckianos en reinserción en condado de Fleming.","165 Frazier St., P O Box 271",Flemingsburg,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Fleming County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Fleming que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",fleming|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Fleming,Fleming,single,accepts_criminal_record
570,DCBS — Floyd County Family Support,financial-assistance,Prestonsburg / Floyd County,"DCBS — Floyd County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Floyd County. DCBS Family Support office in Prestonsburg helps Floyd County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Floyd County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Floyd. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","311 North Arnold Avenue, Suite 501",Prestonsburg,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Floyd County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Floyd que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",floyd|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Floyd,Floyd,single,accepts_criminal_record
571,DCBS — Fulton County Family Support,financial-assistance,Fulton / Fulton County,"DCBS — Fulton County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Fulton County. DCBS Family Support office in Fulton helps Fulton County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Fulton County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Fulton. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","601 Stephen Beale Drive, Suite 1",Fulton,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Fulton County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Fulton que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",fulton|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Fulton,Fulton,single,accepts_criminal_record
572,DCBS — Graves County Family Support,financial-assistance,Mayfield / Graves County,"DCBS — Graves County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Graves County. DCBS Family Support office in Mayfield helps Graves County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Graves County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Graves. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",351 Charles Dr,Mayfield,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Graves County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Graves que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",graves|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Graves,Graves,single,accepts_criminal_record
573,DCBS — Grayson County Family Support,financial-assistance,Leitchfield / Grayson County,"DCBS — Grayson County Family Support serves justice-involved adults and families rebuilding stability after incarceration in Grayson County. DCBS Family Support office in Leitchfield helps Grayson County residents apply for Medicaid, SNAP, KTAP, and child care assistance through kynect. Returning citizens and families rebuilding after incarceration can establish health coverage and food benefits at this county office or online with local staff assisting document verification. Coalition and navigator programs connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","DCBS — Grayson County Family Support sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en condado de Grayson. Las coaliciones y programas de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",100 McCubbin Blvd,Leitchfield,(855) 306-8959,,https://kynect.ky.gov/benefits/s/,"Grayson County residents meeting income and household-size requirements for Medicaid, SNAP, KTAP, and child care assistance; criminal record generally not a barrier.","Residentes del condado Grayson que cumplan requisitos de ingresos para Medicaid, SNAP, KTAP y cuidado infantil; los antecedentes penales generalmente no son barrera.","Apply online at kynect.ky.gov or visit this county DCBS office; bring ID, Social Security card, and release documents if applicable.","Solicite en kynect.ky.gov o visite esta oficina DCBS del condado; traiga identificación, tarjeta de Seguro Social y documentos de liberación si aplica.","Monday–Friday, 8:00 a.m.–4:30 p.m.",grayson|kentucky|DCBS|benefits|SNAP|Medicaid|reentry,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Child care assistance|Benefits navigation,Grayson,Grayson,single,accepts_criminal_record
